path,npy,flag,box,n_dets
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_119__-corto-termino-corto.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_119__-corto-termino-corto.mp4.npy,ok,"550,0,410",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_131__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_131__-corto-termino.mp4.npy,ok,"753,0,523",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_13__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_13__-corto-termino.mp4.npy,ok,"726,12,729",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_144__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_144__-corto-termino.mp4.npy,ok,"512,0,427",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_149__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_149__-corto-termino.mp4.npy,ok,"735,0,487",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_155__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_155__-corto-termino.mp4.npy,ok,"519,0,416",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_162__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_162__-corto-termino.mp4.npy,ok,"724,0,486",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_175__-hola.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_175__-hola.mp4.npy,ok,"722,0,527",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_186__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_186__-corto-termino.mp4.npy,ok,"770,0,489",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_199__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_199__-corto-termino.mp4.npy,ok,"510,0,421",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_209__-Corto-termino.-Corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_209__-Corto-termino.-Corto-termino..mp4.npy,ok,"752,0,454",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_218__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_218__-corto-termino..mp4.npy,ok,"732,0,487",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_233__-Corto-termino.-Corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_233__-Corto-termino.-Corto-termino..mp4.npy,ok,"709,0,445",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_23__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_23__-corto-termino..mp4.npy,ok,"743,0,491",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_253__-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_253__-termino..mp4.npy,ok,"727,0,569",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_261__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_261__-corto-termino..mp4.npy,ok,"517,0,421",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_275__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_275__-corto-termino.mp4.npy,ok,"831,51,328",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_280__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_280__-corto-termino..mp4.npy,ok,"716,0,450",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_293__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_293__-corto-termino..mp4.npy,ok,"727,0,513",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_301__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_301__-corto-termino..mp4.npy,ok,"721,0,468",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_312__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_312__-corto-termino.mp4.npy,ok,"512,0,432",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_32__-Corto,-termino..mp4",todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_32__-Corto_-termino..mp4.npy,ok,"740,0,491",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_35__-El-bordo-termina..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_35__-El-bordo-termina..mp4.npy,ok,"736,0,555",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_370__-corto-termino-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_370__-corto-termino-corto-termino.mp4.npy,ok,"727,0,468",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_381__-corte-y-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_381__-corte-y-termino.mp4.npy,ok,"753,0,456",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_395__-Corte,-termino.-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_395__-Corte_-termino.-Corte_-termino..mp4.npy,ok,"761,0,474",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_402__-corto-y-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_402__-corto-y-termino..mp4.npy,ok,"726,0,498",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_410__-corte-y-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_410__-corte-y-termino.mp4.npy,ok,"1037,236,299",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_417__-corte-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_417__-corte-termino..mp4.npy,ok,"731,0,469",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_45__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_45__-corto-termino.mp4.npy,ok,"714,0,615",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_50__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_50__-corto-termino.mp4.npy,ok,"756,0,478",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_62__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_62__-corto-termino.mp4.npy,ok,"734,0,459",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_71__-corto-termino-corto.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_71__-corto-termino-corto.mp4.npy,ok,"711,0,441",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_77__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_77__-corto-termino..mp4.npy,ok,"736,14,689",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_85__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_85__-corto-termino.mp4.npy,ok,"732,0,543",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_89__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_89__-corto-termino..mp4.npy,ok,"738,0,463",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_99__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_99__-corto-termino..mp4.npy,ok,"510,0,413",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_107__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_107__-corto-termino.mp4.npy,ok,"749,36,627",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_119__-corto-termino-corto.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_119__-corto-termino-corto.mp4.npy,ok,"746,9,401",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_131__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_131__-corto-termino.mp4.npy,ok,"820,39,554",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_142__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_142__-corto-termino.mp4.npy,ok,"864,23,495",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_147__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_147__-corto-termino..mp4.npy,ok,"871,27,475",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_157__-Corto,-termino.-Corto,-termino..mp4",todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_157__-Corto_-termino.-Corto_-termino..mp4.npy,ok,"774,42,617",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_163__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_163__-corto-termino..mp4.npy,ok,"237,71,707",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_198__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_198__-corto-termino.mp4.npy,ok,"868,25,486",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_200__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_200__-corto-termino..mp4.npy,ok,"704,5,412",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_211__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_211__-corto-termino..mp4.npy,ok,"235,69,711",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_226__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_226__-corto-termino..mp4.npy,ok,"873,24,482",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_238__-El-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_238__-El-corto-termino..mp4.npy,ok,"891,27,467",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_247__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_247__-corto-termino..mp4.npy,ok,"852,29,526",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_261__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_261__-corto-termino..mp4.npy,ok,"240,76,701",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_275__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_275__-corto-termino.mp4.npy,ok,"866,23,494",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_292__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_292__-corto-termino..mp4.npy,ok,"700,40,732",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_300__-Corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_300__-Corto-termino..mp4.npy,ok,"859,25,504",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_312__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_312__-corto-termino.mp4.npy,ok,"238,74,705",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_356__-Corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_356__-Corto-termino..mp4.npy,ok,"824,44,590",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_369__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_369__-corto-termino..mp4.npy,ok,"803,32,578",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_371__-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_371__-Corte_-termino..mp4.npy,ok,"875,28,476",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_395__-Corte,-termino.-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_395__-Corte_-termino.-Corte_-termino..mp4.npy,ok,"891,31,487",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_409__-corte-y-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_409__-corte-y-termino.mp4.npy,ok,"812,51,540",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_417__-corte-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_417__-corte-termino..mp4.npy,ok,"869,32,471",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_45__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_45__-corto-termino.mp4.npy,ok,"771,31,630",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_50__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_50__-corto-termino.mp4.npy,ok,"872,30,501",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_5__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_5__-corto-termino.mp4.npy,ok,"855,30,488",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_71__-corto-termino-corto.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_71__-corto-termino-corto.mp4.npy,ok,"884,27,428",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_77__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_77__-corto-termino..mp4.npy,ok,"716,54,717",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_85__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_85__-corto-termino.mp4.npy,ok,"820,28,572",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_8__-Corto-termino.-Corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_8__-Corto-termino.-Corto-termino..mp4.npy,ok,"793,33,609",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_94__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_94__-corto-termino..mp4.npy,ok,"822,39,553",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_3_101__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_3_101__-corto-termino..mp4.npy,ok,"281,0,756",3
